"gene.symbol"	"egID"	"gene.set"
"LOC101927501"	101927501	"Non_cod"
"LOC101927502"	101927502	"Non_cod"
"LOC101927526"	101927526	"Non_cod"
"LOC101927539"	101927539	"Non_cod"
"LOC101927550"	101927550	"Non_cod"
"LOC101927557"	101927557	"Non_cod"
"LOC101927571"	101927571	"Non_cod"
"LOC101927575"	101927575	"Non_cod"
"LOC101927577"	101927577	"Non_cod"
"LOC101927580"	101927580	"Non_cod"
"LOC101927592"	101927592	"Non_cod"
"LOC101927599"	101927599	"Non_cod"
"LOC101927604"	101927604	"Non_cod"
"LOC101927616"	101927616	"Non_cod"
"LOC101927619"	101927619	"Non_cod"
"LOC101927620"	101927620	"Non_cod"
"LOC101927621"	101927621	"Non_cod"
"LOC101927623"	101927623	"Non_cod"
"LOC101927630"	101927630	"Non_cod"
"LOC101927631"	101927631	"Non_cod"
"LOC101927641"	101927641	"Non_cod"
"LOC101927642"	101927642	"Non_cod"
"LOC101927650"	101927650	"Non_cod"
"LOC101927651"	101927651	"Non_cod"
"LOC101927661"	101927661	"Non_cod"
"LOC101927666"	101927666	"Non_cod"
"LOC101927667"	101927667	"Non_cod"
"LOC101927668"	101927668	"Non_cod"
"LOC101927678"	101927678	"Non_cod"
"LOC101927683"	101927683	"Non_cod"
"LOC101927688"	101927688	"Non_cod"
"LOC101927691"	101927691	"Non_cod"
"LOC101927694"	101927694	"Non_cod"
"LOC101927697"	101927697	"Non_cod"
"LOC101927698"	101927698	"Non_cod"
"LOC101927700"	101927700	"Non_cod"
"LOC101927701"	101927701	"Non_cod"
"LOC101927709"	101927709	"Non_cod"
"LOC101927718"	101927718	"Non_cod"
"LOC101927720"	101927720	"Non_cod"
"LOC101927722"	101927722	"Non_cod"
"LOC101927728"	101927728	"Non_cod"
"LOC101927730"	101927730	"Non_cod"
"LOC101927735"	101927735	"Non_cod"
"LOC101927740"	101927740	"Non_cod"
"LOC101927746"	101927746	"Non_cod"
"LOC101927750"	101927750	"Non_cod"
"LOC101927755"	101927755	"Non_cod"
"LOC101927766"	101927766	"Non_cod"
"LOC101927769"	101927769	"Non_cod"
"LOC101927770"	101927770	"Non_cod"
"LOC101927780"	101927780	"Non_cod"
"LOC101927795"	101927795	"Non_cod"
"LOC101927796"	101927796	"Non_cod"
"LOC101927797"	101927797	"Non_cod"
"LOC101927811"	101927811	"Non_cod"
"LOC101927814"	101927814	"Non_cod"
"LOC101927817"	101927817	"Non_cod"
"LOC101927821"	101927821	"Non_cod"
"LOC101927829"	101927829	"Non_cod"
"LOC101927830"	101927830	"Non_cod"
"LOC101927835"	101927835	"Non_cod"
"LOC101927839"	101927839	"Non_cod"
"LOC101927843"	101927843	"Non_cod"
"LOC101927847"	101927847	"Non_cod"
"LOC101927865"	101927865	"Non_cod"
"LOC101927869"	101927869	"Non_cod"
"LOC101927870"	101927870	"Non_cod"
"LOC101927873"	101927873	"Non_cod"
"LOC101927881"	101927881	"Non_cod"
"LOC101927884"	101927884	"Non_cod"
"LOC101927900"	101927900	"Non_cod"
"LOC101927901"	101927901	"Non_cod"
"LOC101927907"	101927907	"Non_cod"
"LOC101927911"	101927911	"Non_cod"
"LOC101927914"	101927914	"Non_cod"
"LOC101927919"	101927919	"Non_cod"
"LOC101927921"	101927921	"Non_cod"
"LOC101927924"	101927924	"Non_cod"
"LOC101927926"	101927926	"Non_cod"
"LOC101927931"	101927931	"Non_cod"
"LOC101927934"	101927934	"Non_cod"
"LOC101927948"	101927948	"Non_cod"
"LOC101927950"	101927950	"Non_cod"
"LOC101927967"	101927967	"Non_cod"
"LOC101927987"	101927987	"Non_cod"
"LOC101927990"	101927990	"Non_cod"
"LOC101928001"	101928001	"Non_cod"
"LOC101928002"	101928002	"Non_cod"
"LOC101928009"	101928009	"Non_cod"
"LOC101928012"	101928012	"Non_cod"
"LOC101928020"	101928020	"Non_cod"
"LOC101928035"	101928035	"Non_cod"
"LOC101928036"	101928036	"Non_cod"
"LOC101928043"	101928043	"Non_cod"
"LOC101928048"	101928048	"Non_cod"
"LOC101928063"	101928063	"Non_cod"
"LOC101928068"	101928068	"Non_cod"
"LOC101928075"	101928075	"Non_cod"
"LOC101928103"	101928103	"Non_cod"
"LOC101928104"	101928104	"Non_cod"
"LOC101928107"	101928107	"Non_cod"
"LOC101928113"	101928113	"Non_cod"
"LOC101928122"	101928122	"Non_cod"
"LOC101928128"	101928128	"Non_cod"
"LOC101928135"	101928135	"Non_cod"
"LOC101928136"	101928136	"Non_cod"
"LOC101928137"	101928137	"Non_cod"
"LOC101928154"	101928154	"Non_cod"
"LOC101928158"	101928158	"Non_cod"
"LOC101928161"	101928161	"Non_cod"
"LOC101928163"	101928163	"Non_cod"
"LOC101928167"	101928167	"Non_cod"
"LOC101928201"	101928201	"Non_cod"
"LOC101928203"	101928203	"Non_cod"
"LOC101928205"	101928205	"Non_cod"
"LOC101928211"	101928211	"Non_cod"
"LOC101928222"	101928222	"Non_cod"
"LOC101928241"	101928241	"Non_cod"
"LOC101928243"	101928243	"Non_cod"
"LOC101928248"	101928248	"Non_cod"
"LOC101928254"	101928254	"Non_cod"
"LOC101928259"	101928259	"Non_cod"
"LOC101928266"	101928266	"Non_cod"
"LOC101928269"	101928269	"Non_cod"
"LOC101928283"	101928283	"Non_cod"
"LOC101928295"	101928295	"Non_cod"
"LOC101928303"	101928303	"Non_cod"
"LOC101928333"	101928333	"Non_cod"
"LOC101928335"	101928335	"Non_cod"
"LOC101928336"	101928336	"Non_cod"
"LOC101928358"	101928358	"Non_cod"
"LOC101928370"	101928370	"Non_cod"
"LOC101928371"	101928371	"Non_cod"
"LOC101928372"	101928372	"Non_cod"
"LOC101928378"	101928378	"Non_cod"
"LOC101928386"	101928386	"Non_cod"
"LOC101928398"	101928398	"Non_cod"
"LOC101928401"	101928401	"Non_cod"
"LOC101928404"	101928404	"Non_cod"
"LOC101928417"	101928417	"Non_cod"
"LOC101928418"	101928418	"Non_cod"
"LOC101928435"	101928435	"Non_cod"
"LOC101928437"	101928437	"Non_cod"
"LOC101928438"	101928438	"Non_cod"
"LOC101928445"	101928445	"Non_cod"
"LOC101928446"	101928446	"Non_cod"
"LOC101928449"	101928449	"Non_cod"
"LOC101928455"	101928455	"Non_cod"
"LOC101928460"	101928460	"Non_cod"
"LOC101928489"	101928489	"Non_cod"
"LOC101928491"	101928491	"Non_cod"
"LOC101928495"	101928495	"Non_cod"
"LOC101928505"	101928505	"Non_cod"
"LOC101928514"	101928514	"Non_cod"
"LOC101928516"	101928516	"Non_cod"
"LOC101928517"	101928517	"Non_cod"
"LOC101928519"	101928519	"Non_cod"
"LOC101928523"	101928523	"Non_cod"
"LOC101928530"	101928530	"Non_cod"
"LOC101928537"	101928537	"Non_cod"
"LOC101928539"	101928539	"Non_cod"
"LOC101928559"	101928559	"Non_cod"
"LOC101928564"	101928564	"Non_cod"
"LOC101928567"	101928567	"Non_cod"
"LOC101928569"	101928569	"Non_cod"
"LOC101928571"	101928571	"Non_cod"
"LOC101928597"	101928597	"Non_cod"
"LOC101928600"	101928600	"Non_cod"
"LOC101928604"	101928604	"Non_cod"
"LOC101928618"	101928618	"Non_cod"
"LOC101928651"	101928651	"Non_cod"
"LOC101928663"	101928663	"Non_cod"
"LOC101928674"	101928674	"Non_cod"
"LOC101928682"	101928682	"Non_cod"
"LOC101928689"	101928689	"Non_cod"
"LOC101928700"	101928700	"Non_cod"
"LOC101928708"	101928708	"Non_cod"
"LOC101928710"	101928710	"Non_cod"
"LOC101928731"	101928731	"Non_cod"
"LOC101928736"	101928736	"Non_cod"
"LOC101928737"	101928737	"Non_cod"
"LOC101928738"	101928738	"Non_cod"
"LOC101928744"	101928744	"Non_cod"
"LOC101928748"	101928748	"Non_cod"
"LOC101928766"	101928766	"Non_cod"
"LOC101928767"	101928767	"Non_cod"
"LOC101928769"	101928769	"Non_cod"
"LOC101928773"	101928773	"Non_cod"
"LOC101928775"	101928775	"Non_cod"
"LOC101928778"	101928778	"Non_cod"
"LOC101928782"	101928782	"Non_cod"
"LOC101928790"	101928790	"Non_cod"
"LOC101928791"	101928791	"Non_cod"
"LOC101928794"	101928794	"Non_cod"
"LOC101928795"	101928795	"Non_cod"
"LOC101928796"	101928796	"Non_cod"
"LOC101928797"	101928797	"Non_cod"
"LOC101928804"	101928804	"Non_cod"
"LOC101928844"	101928844	"Non_cod"
"LOC101928855"	101928855	"Non_cod"
"LOC101928880"	101928880	"Non_cod"
"LOC101928882"	101928882	"Non_cod"
"LOC101928886"	101928886	"Non_cod"
"LOC101928891"	101928891	"Non_cod"
"LOC101928909"	101928909	"Non_cod"
"LOC101928911"	101928911	"Non_cod"
"LOC101928936"	101928936	"Non_cod"
"LOC101928937"	101928937	"Non_cod"
"LOC101928961"	101928961	"Non_cod"
"LOC101928992"	101928992	"Non_cod"
"LOC101929010"	101929010	"Non_cod"
"LOC101929034"	101929034	"Non_cod"
"LOC101929057"	101929057	"Non_cod"
"LOC101929059"	101929059	"Non_cod"
"LOC101929064"	101929064	"Non_cod"
"LOC101929080"	101929080	"Non_cod"
"LOC101929084"	101929084	"Non_cod"
"LOC101929086"	101929086	"Non_cod"
"LOC101929099"	101929099	"Non_cod"
"LOC101929106"	101929106	"Non_cod"
"LOC101929124"	101929124	"Non_cod"
"LOC101929125"	101929125	"Non_cod"
"LOC101929144"	101929144	"Non_cod"
"LOC101929148"	101929148	"Non_cod"
"LOC101929153"	101929153	"Non_cod"
"LOC101929154"	101929154	"Non_cod"
"LOC101929164"	101929164	"Non_cod"
"LOC101929172"	101929172	"Non_cod"
"LOC101929181"	101929181	"Non_cod"
"LOC101929207"	101929207	"Non_cod"
"LOC101929217"	101929217	"Non_cod"
"LOC101929224"	101929224	"Non_cod"
"LOC101929225"	101929225	"Non_cod"
"LOC101929231"	101929231	"Non_cod"
"LOC101929234"	101929234	"Non_cod"
"LOC101929239"	101929239	"Non_cod"
"LOC101929241"	101929241	"Non_cod"
"LOC101929260"	101929260	"Non_cod"
"LOC101929265"	101929265	"Non_cod"
"LOC101929268"	101929268	"Non_cod"
"LOC101929282"	101929282	"Non_cod"
"LOC101929284"	101929284	"Non_cod"
"LOC101929295"	101929295	"Non_cod"
"LOC101929312"	101929312	"Non_cod"
"LOC101929319"	101929319	"Non_cod"
"LOC101929335"	101929335	"Non_cod"
"LOC101929369"	101929369	"Non_cod"
"LOC101929371"	101929371	"Non_cod"
"LOC101929374"	101929374	"Non_cod"
"LOC101929380"	101929380	"Non_cod"
"LOC101929395"	101929395	"Non_cod"
"LOC101929406"	101929406	"Non_cod"
"LOC101929412"	101929412	"Non_cod"
"LOC101929413"	101929413	"Non_cod"
"LOC101929420"	101929420	"Non_cod"
"LOC101929452"	101929452	"Non_cod"
"LOC101929454"	101929454	"Non_cod"
"LOC101929486"	101929486	"Non_cod"
"LOC101929505"	101929505	"Non_cod"
"LOC101929512"	101929512	"Non_cod"
"LOC101929524"	101929524	"Non_cod"
"LOC101929526"	101929526	"Non_cod"
"LOC101929528"	101929528	"Non_cod"
"LOC101929532"	101929532	"Non_cod"
"LOC101929539"	101929539	"Non_cod"
"LOC101929549"	101929549	"Non_cod"
"LOC101929551"	101929551	"Non_cod"
"LOC101929555"	101929555	"Non_cod"
"LOC101929567"	101929567	"Non_cod"
"LOC101929570"	101929570	"Non_cod"
"LOC101929572"	101929572	"Non_cod"
"LOC101929591"	101929591	"Non_cod"
"LOC101929596"	101929596	"Non_cod"
"LOC101929607"	101929607	"Non_cod"
"LOC101929608"	101929608	"Non_cod"
"LOC101929613"	101929613	"Non_cod"
"LOC101929625"	101929625	"Non_cod"
"LOC101929631"	101929631	"Non_cod"
"LOC101929633"	101929633	"Non_cod"
"LOC101929645"	101929645	"Non_cod"
"LOC101929653"	101929653	"Non_cod"
"LOC101929657"	101929657	"Non_cod"
"LOC101929663"	101929663	"Non_cod"
"LOC101929664"	101929664	"Non_cod"
"LOC101929680"	101929680	"Non_cod"
"LOC101929681"	101929681	"Non_cod"
"LOC101929694"	101929694	"Non_cod"
"LOC101929696"	101929696	"Non_cod"
"LOC101929698"	101929698	"Non_cod"
"LOC101929715"	101929715	"Non_cod"
"LOC101929717"	101929717	"Non_cod"
"LOC101929718"	101929718	"Non_cod"
"LOC101929723"	101929723	"Non_cod"
"LOC101929733"	101929733	"Non_cod"
"LOC101929746"	101929746	"Non_cod"
"LOC101929753"	101929753	"Non_cod"
"LOC101929760"	101929760	"Non_cod"
"LOC101929767"	101929767	"Non_cod"
"LOC101929829"	101929829	"Non_cod"
"LOC102031319"	102031319	"Non_cod"
"LOC102060414"	102060414	"Non_cod"
"LOC102467073"	102467073	"Non_cod"
"LOC102467079"	102467079	"Non_cod"
"LOC102467080"	102467080	"Non_cod"
"LOC102467081"	102467081	"Non_cod"
"LOC102467146"	102467146	"Non_cod"
"LOC102467147"	102467147	"Non_cod"
"LOC102467212"	102467212	"Non_cod"
"LOC102467213"	102467213	"Non_cod"
"LOC102467214"	102467214	"Non_cod"
"LOC102467216"	102467216	"Non_cod"
"LOC102467217"	102467217	"Non_cod"
"LOC102467223"	102467223	"Non_cod"
"LOC102467224"	102467224	"Non_cod"
"LOC102467225"	102467225	"Non_cod"
"LOC102467226"	102467226	"Non_cod"
"LOC102467655"	102467655	"Non_cod"
"LOC102477328"	102477328	"Non_cod"
"LOC102503427"	102503427	"Non_cod"
"LOC102546226"	102546226	"Non_cod"
"LOC102546228"	102546228	"Non_cod"
"LOC102546229"	102546229	"Non_cod"
"LOC102546294"	102546294	"Non_cod"
"LOC102546298"	102546298	"Non_cod"
"LOC102546299"	102546299	"Non_cod"
"LOC102577424"	102577424	"Non_cod"
"LOC102577426"	102577426	"Non_cod"
"LOC102606465"	102606465	"Non_cod"
"LOC102606466"	102606466	"Non_cod"
"LOC102659288"	102659288	"Non_cod"
"LOC102723354"	102723354	"Non_cod"
"LOC102723362"	102723362	"Non_cod"
"LOC102723426"	102723426	"Non_cod"
"LOC102723448"	102723448	"Non_cod"
"LOC102723483"	102723483	"Non_cod"
"LOC102723487"	102723487	"Non_cod"
"LOC102723505"	102723505	"Non_cod"
"LOC102723513"	102723513	"Non_cod"
"LOC102723517"	102723517	"Non_cod"
"LOC102723578"	102723578	"Non_cod"
"LOC102723590"	102723590	"Non_cod"
"LOC102723617"	102723617	"Non_cod"
"LOC102723641"	102723641	"Non_cod"
"LOC102723742"	102723742	"Non_cod"
"LOC102723809"	102723809	"Non_cod"
"LOC102723824"	102723824	"Non_cod"
"LOC102723854"	102723854	"Non_cod"
"LOC102723927"	102723927	"Non_cod"
"LOC102724058"	102724058	"Non_cod"
"LOC102724153"	102724153	"Non_cod"
"LOC102724188"	102724188	"Non_cod"
"LOC102724190"	102724190	"Non_cod"
"LOC102724224"	102724224	"Non_cod"
"LOC102724246"	102724246	"Non_cod"
"LOC102724316"	102724316	"Non_cod"
"LOC102724321"	102724321	"Non_cod"
"LOC102724508"	102724508	"Non_cod"
"LOC102724550"	102724550	"Non_cod"
"LOC102724555"	102724555	"Non_cod"
"LOC102724596"	102724596	"Non_cod"
"LOC102724651"	102724651	"Non_cod"
"LOC102724678"	102724678	"Non_cod"
"LOC102724691"	102724691	"Non_cod"
"LOC102724814"	102724814	"Non_cod"
"LOC102724820"	102724820	"Non_cod"
"LOC102724827"	102724827	"Non_cod"
"LOC102724849"	102724849	"Non_cod"
"LOC102724890"	102724890	"Non_cod"
"LOC102724958"	102724958	"Non_cod"
"LOC102800310"	102800310	"Non_cod"
"LOC102800315"	102800315	"Non_cod"
"LOC102800447"	102800447	"Non_cod"
"LOC103091866"	103091866	"Non_cod"
"LOC115110"	115110	"Non_cod"
"LOC143666"	143666	"Non_cod"
"LOC145474"	145474	"Non_cod"
"LOC145783"	145783	"Non_cod"
"LOC145837"	145837	"Non_cod"
"LOC145845"	145845	"Non_cod"
"LOC146481"	146481	"Non_cod"
"LOC146513"	146513	"Non_cod"
"LOC146880"	146880	"Non_cod"
"LOC148413"	148413	"Non_cod"
"LOC148696"	148696	"Non_cod"
"LOC148709"	148709	"Non_cod"
"LOC149684"	149684	"Non_cod"
"LOC149950"	149950	"Non_cod"
"LOC150381"	150381	"Non_cod"
"LOC150776"	150776	"Non_cod"
"LOC150935"	150935	"Non_cod"
"LOC151174"	151174	"Non_cod"
"LOC151475"	151475	"Non_cod"
"LOC151484"	151484	"Non_cod"
"LOC152225"	152225	"Non_cod"
"LOC152578"	152578	"Non_cod"
"LOC153684"	153684	"Non_cod"
"LOC153910"	153910	"Non_cod"
"LOC154449"	154449	"Non_cod"
"LOC154761"	154761	"Non_cod"
"LOC155060"	155060	"Non_cod"
"LOC157273"	157273	"Non_cod"
"LOC158435"	158435	"Non_cod"
"LOC158960"	158960	"Non_cod"
"LOC1720"	1720	"Non_cod"
"LOC200772"	200772	"Non_cod"
"LOC202181"	202181	"Non_cod"
"LOC220729"	220729	"Non_cod"
"LOC221122"	221122	"Non_cod"
"LOC253044"	253044	"Non_cod"
"LOC253573"	253573	"Non_cod"
"LOC254896"	254896	"Non_cod"
"LOC255654"	255654	"Non_cod"
"LOC256880"	256880	"Non_cod"
"LOC257396"	257396	"Non_cod"
"LOC283038"	283038	"Non_cod"
"LOC283045"	283045	"Non_cod"
"LOC283070"	283070	"Non_cod"
"LOC283177"	283177	"Non_cod"
"LOC283194"	283194	"Non_cod"
"LOC283214"	283214	"Non_cod"
"LOC283299"	283299	"Non_cod"
"LOC283332"	283332	"Non_cod"
"LOC283335"	283335	"Non_cod"
"LOC283352"	283352	"Non_cod"
"LOC283440"	283440	"Non_cod"
"LOC283575"	283575	"Non_cod"
"LOC283585"	283585	"Non_cod"
"LOC283683"	283683	"Non_cod"
"LOC283692"	283692	"Non_cod"
"LOC283693"	283693	"Non_cod"
"LOC283731"	283731	"Non_cod"
"LOC283856"	283856	"Non_cod"
"LOC283914"	283914	"Non_cod"
"LOC283922"	283922	"Non_cod"
"LOC284009"	284009	"Non_cod"
"LOC284023"	284023	"Non_cod"
"LOC284080"	284080	"Non_cod"
"LOC284294"	284294	"Non_cod"
"LOC284344"	284344	"Non_cod"
"LOC284379"	284379	"Non_cod"
"LOC284395"	284395	"Non_cod"
"LOC284412"	284412	"Non_cod"
"LOC284454"	284454	"Non_cod"
"LOC284578"	284578	"Non_cod"
"LOC284581"	284581	"Non_cod"
"LOC284632"	284632	"Non_cod"
"LOC284648"	284648	"Non_cod"
"LOC284661"	284661	"Non_cod"
"LOC284757"	284757	"Non_cod"
"LOC284788"	284788	"Non_cod"
"LOC284798"	284798	"Non_cod"
"LOC284801"	284801	"Non_cod"
"LOC284837"	284837	"Non_cod"
"LOC284865"	284865	"Non_cod"
"LOC284889"	284889	"Non_cod"
"LOC284933"	284933	"Non_cod"
"LOC284950"	284950	"Non_cod"
"LOC285000"	285000	"Non_cod"
"LOC285074"	285074	"Non_cod"
"LOC285484"	285484	"Non_cod"
"LOC285593"	285593	"Non_cod"
"LOC285626"	285626	"Non_cod"
"LOC285627"	285627	"Non_cod"
"LOC285629"	285629	"Non_cod"
"LOC285692"	285692	"Non_cod"
"LOC285696"	285696	"Non_cod"
"LOC285740"	285740	"Non_cod"
"LOC285762"	285762	"Non_cod"
"LOC285768"	285768	"Non_cod"
"LOC285819"	285819	"Non_cod"
"LOC285847"	285847	"Non_cod"
"LOC285889"	285889	"Non_cod"
"LOC286059"	286059	"Non_cod"
"LOC286083"	286083	"Non_cod"
"LOC286094"	286094	"Non_cod"
"LOC286114"	286114	"Non_cod"
"LOC286177"	286177	"Non_cod"
"LOC286189"	286189	"Non_cod"
"LOC286190"	286190	"Non_cod"
"LOC286297"	286297	"Non_cod"
"LOC286359"	286359	"Non_cod"
"LOC286367"	286367	"Non_cod"
"LOC286370"	286370	"Non_cod"
"LOC286437"	286437	"Non_cod"
"LOC338694"	338694	"Non_cod"
"LOC338797"	338797	"Non_cod"
"LOC338963"	338963	"Non_cod"
"LOC339166"	339166	"Non_cod"
"LOC339240"	339240	"Non_cod"
"LOC339298"	339298	"Non_cod"
"LOC339529"	339529	"Non_cod"
"LOC339539"	339539	"Non_cod"
"LOC339568"	339568	"Non_cod"
"LOC339593"	339593	"Non_cod"
"LOC339622"	339622	"Non_cod"
"LOC339666"	339666	"Non_cod"
"LOC339803"	339803	"Non_cod"
"LOC339807"	339807	"Non_cod"
"LOC339874"	339874	"Non_cod"
"LOC339975"	339975	"Non_cod"
"LOC340017"	340017	"Non_cod"
"LOC340074"	340074	"Non_cod"
"LOC340107"	340107	"Non_cod"
"LOC340113"	340113	"Non_cod"
"LOC340357"	340357	"Non_cod"
"LOC340515"	340515	"Non_cod"
"LOC341056"	341056	"Non_cod"
"LOC344887"	344887	"Non_cod"
"LOC344967"	344967	"Non_cod"
"LOC349160"	349160	"Non_cod"
"LOC374443"	374443	"Non_cod"
"LOC375196"	375196	"Non_cod"
"LOC387810"	387810	"Non_cod"
"LOC388242"	388242	"Non_cod"
"LOC388553"	388553	"Non_cod"
"LOC388692"	388692	"Non_cod"
"LOC388882"	388882	"Non_cod"
"LOC388942"	388942	"Non_cod"
"LOC389033"	389033	"Non_cod"
"LOC389247"	389247	"Non_cod"
"LOC389332"	389332	"Non_cod"
"LOC389641"	389641	"Non_cod"
"LOC389705"	389705	"Non_cod"
"LOC389765"	389765	"Non_cod"
"LOC389906"	389906	"Non_cod"
"LOC390705"	390705	"Non_cod"
"LOC392196"	392196	"Non_cod"
"LOC392232"	392232	"Non_cod"
"LOC392364"	392364	"Non_cod"
"LOC392452"	392452	"Non_cod"
"LOC399715"	399715	"Non_cod"
"LOC399815"	399815	"Non_cod"
"LOC400043"	400043	"Non_cod"
"LOC400548"	400548	"Non_cod"
"LOC400558"	400558	"Non_cod"
"LOC400620"	400620	"Non_cod"
"LOC400644"	400644	"Non_cod"
"LOC400654"	400654	"Non_cod"
"LOC400655"	400655	"Non_cod"
"LOC400684"	400684	"Non_cod"
"LOC400685"	400685	"Non_cod"
"LOC400794"	400794	"Non_cod"
"LOC400927"	400927	"Non_cod"
"LOC400940"	400940	"Non_cod"
"LOC400958"	400958	"Non_cod"
"LOC401010"	401010	"Non_cod"
"LOC401127"	401127	"Non_cod"
"LOC401134"	401134	"Non_cod"
"LOC401177"	401177	"Non_cod"
"LOC401242"	401242	"Non_cod"
"LOC401320"	401320	"Non_cod"
"LOC401324"	401324	"Non_cod"
"LOC401463"	401463	"Non_cod"
"LOC401557"	401557	"Non_cod"
"LOC407835"	407835	"Non_cod"
"LOC439994"	439994	"Non_cod"
"LOC440028"	440028	"Non_cod"
"LOC440040"	440040	"Non_cod"
"LOC440117"	440117	"Non_cod"
"LOC440173"	440173	"Non_cod"
"LOC440300"	440300	"Non_cod"
"LOC440311"	440311	"Non_cod"
"LOC440416"	440416	"Non_cod"
"LOC440434"	440434	"Non_cod"
"LOC440461"	440461	"Non_cod"
"LOC440600"	440600	"Non_cod"
"LOC440602"	440602	"Non_cod"
"LOC440700"	440700	"Non_cod"
"LOC440704"	440704	"Non_cod"
"LOC440895"	440895	"Non_cod"
"LOC440896"	440896	"Non_cod"
"LOC440910"	440910	"Non_cod"
"LOC441025"	441025	"Non_cod"
"LOC441081"	441081	"Non_cod"
"LOC441204"	441204	"Non_cod"
"LOC441242"	441242	"Non_cod"
"LOC441454"	441454	"Non_cod"
"LOC441455"	441455	"Non_cod"
"LOC441461"	441461	"Non_cod"
"LOC441601"	441601	"Non_cod"
"LOC441666"	441666	"Non_cod"
"LOC442028"	442028	"Non_cod"
"LOC442132"	442132	"Non_cod"
"LOC442497"	442497	"Non_cod"
"LOC493754"	493754	"Non_cod"
"LOC494127"	494127	"Non_cod"
"LOC494141"	494141	"Non_cod"
"LOC541473"	541473	"Non_cod"
"LOC550113"	550113	"Non_cod"
"LOC550643"	550643	"Non_cod"
"LOC553103"	553103	"Non_cod"
"LOC554206"	554206	"Non_cod"
"LOC574538"	574538	"Non_cod"
"LOC606724"	606724	"Non_cod"
"LOC613037"	613037	"Non_cod"
"LOC613038"	613038	"Non_cod"
"LOC63930"	63930	"Non_cod"
"LOC641367"	641367	"Non_cod"
"LOC641515"	641515	"Non_cod"
"LOC641746"	641746	"Non_cod"
"LOC642236"	642236	"Non_cod"
"LOC642361"	642361	"Non_cod"
"LOC642366"	642366	"Non_cod"
"LOC642423"	642423	"Non_cod"
"LOC642426"	642426	"Non_cod"
"LOC642846"	642846	"Non_cod"
"LOC642852"	642852	"Non_cod"
"LOC642929"	642929	"Non_cod"
"LOC642943"	642943	"Non_cod"
"LOC643072"	643072	"Non_cod"
"LOC643201"	643201	"Non_cod"
"LOC643339"	643339	"Non_cod"
"LOC643387"	643387	"Non_cod"
"LOC643406"	643406	"Non_cod"
"LOC643441"	643441	"Non_cod"
"LOC643486"	643486	"Non_cod"
"LOC643542"	643542	"Non_cod"
"LOC643623"	643623	"Non_cod"
"LOC643711"	643711	"Non_cod"
"LOC643733"	643733	"Non_cod"
"LOC643770"	643770	"Non_cod"
"LOC643923"	643923	"Non_cod"
"LOC644050"	644050	"Non_cod"
"LOC644145"	644145	"Non_cod"
"LOC644172"	644172	"Non_cod"
"LOC644189"	644189	"Non_cod"
"LOC644554"	644554	"Non_cod"
"LOC644656"	644656	"Non_cod"
"LOC644669"	644669	"Non_cod"
"LOC644762"	644762	"Non_cod"
"LOC644838"	644838	"Non_cod"
"LOC644919"	644919	"Non_cod"
"LOC644936"	644936	"Non_cod"
"LOC644961"	644961	"Non_cod"
"LOC645166"	645166	"Non_cod"
"LOC645354"	645354	"Non_cod"
"LOC645355"	645355	"Non_cod"
"LOC645434"	645434	"Non_cod"
"LOC645513"	645513	"Non_cod"
"LOC645638"	645638	"Non_cod"
"LOC645752"	645752	"Non_cod"
"LOC645949"	645949	"Non_cod"
"LOC646214"	646214	"Non_cod"
"LOC646268"	646268	"Non_cod"
"LOC646471"	646471	"Non_cod"
"LOC646626"	646626	"Non_cod"
"LOC646719"	646719	"Non_cod"
"LOC646736"	646736	"Non_cod"
"LOC646743"	646743	"Non_cod"
"LOC646762"	646762	"Non_cod"
"LOC646813"	646813	"Non_cod"
"LOC646903"	646903	"Non_cod"
"LOC646938"	646938	"Non_cod"
"LOC647323"	647323	"Non_cod"
"LOC647859"	647859	"Non_cod"
"LOC648691"	648691	"Non_cod"
"LOC648987"	648987	"Non_cod"
"LOC649133"	649133	"Non_cod"
"LOC649324"	649324	"Non_cod"
"LOC649352"	649352	"Non_cod"
"LOC650226"	650226	"Non_cod"
"LOC650368"	650368	"Non_cod"
"LOC652276"	652276	"Non_cod"
"LOC653160"	653160	"Non_cod"
"LOC653513"	653513	"Non_cod"
"LOC653653"	653653	"Non_cod"
"LOC653712"	653712	"Non_cod"
"LOC653786"	653786	"Non_cod"
"LOC654342"	654342	"Non_cod"
"LOC654841"	654841	"Non_cod"
"LOC727751"	727751	"Non_cod"
"LOC727896"	727896	"Non_cod"
"LOC727924"	727924	"Non_cod"
"LOC728024"	728024	"Non_cod"
"LOC728040"	728040	"Non_cod"
"LOC728084"	728084	"Non_cod"
"LOC728175"	728175	"Non_cod"
"LOC728228"	728228	"Non_cod"
"LOC728323"	728323	"Non_cod"
"LOC728554"	728554	"Non_cod"
"LOC728613"	728613	"Non_cod"
"LOC728730"	728730	"Non_cod"
"LOC728739"	728739	"Non_cod"
"LOC728743"	728743	"Non_cod"
"LOC728752"	728752	"Non_cod"
"LOC728989"	728989	"Non_cod"
"LOC729080"	729080	"Non_cod"
"LOC729218"	729218	"Non_cod"
"LOC729296"	729296	"Non_cod"
"LOC729506"	729506	"Non_cod"
"LOC729603"	729603	"Non_cod"
"LOC729609"	729609	"Non_cod"
"LOC729683"	729683	"Non_cod"
"LOC729732"	729732	"Non_cod"
"LOC729737"	729737	"Non_cod"
